servers,workload,cpu,energy,temperature,efficiency
2,54.3,100.0,272.0,42.17,79.0
2,54.89,100.0,272.0,42.12,79.09
2,55.37,100.0,272.0,42.13,79.14
2,56.08,100.0,272.0,42.24,79.15
2,56.49,100.0,272.0,42.15,79.25
2,56.99,100.0,272.0,42.31,79.2
2,57.44,100.0,272.0,42.4,79.19
2,57.68,100.0,272.0,42.37,79.23
2,58.18,100.0,272.0,42.25,79.36
2,58.55,100.0,272.0,42.27,79.38
2,58.83,100.0,272.0,42.24,79.42
2,59.12,100.0,272.0,42.25,79.45
2,59.51,100.0,272.0,42.35,79.42
2,59.86,100.0,272.0,42.43,79.41
2,60.07,100.0,272.0,42.39,79.45
2,60.39,100.0,272.0,42.46,79.44
2,60.56,100.0,272.0,42.56,79.4
2,60.65,100.0,272.0,42.58,79.39
2,60.71,100.0,272.0,42.43,79.49
2,60.75,100.0,272.0,42.53,79.43
2,60.87,100.0,272.0,42.59,79.41
2,60.88,100.0,272.0,42.77,79.3
2,60.6,100.0,272.0,42.64,79.35
2,60.52,100.0,272.0,42.63,79.35
2,60.36,100.0,272.0,42.75,79.26
2,60.06,100.0,272.0,42.7,79.26
2,60.0,100.0,272.0,42.82,79.19
2,59.68,100.0,272.0,42.83,79.15
2,59.32,100.0,272.0,42.81,79.13
2,58.99,100.0,272.0,42.83,79.09
2,58.65,100.0,272.0,42.94,78.99
2,58.26,100.0,272.0,42.98,78.93
2,57.65,100.0,272.0,42.99,78.86
2,57.2,100.0,272.0,43.19,78.69
2,56.6,100.0,272.0,43.19,78.63
2,55.95,100.0,272.0,43.29,78.5
2,55.15,100.0,272.0,43.3,78.41
2,54.53,100.0,272.0,43.47,78.24
2,53.82,100.0,272.0,43.68,78.03
2,52.94,100.0,272.0,43.65,77.95
2,52.04,100.0,272.0,43.74,77.78
2,50.97,100.0,272.0,43.76,77.64
2,50.06,100.0,272.0,43.87,77.45
2,48.96,100.0,272.0,44.02,77.21
2,47.88,100.0,272.0,43.84,77.17
2,46.92,100.0,272.0,43.97,76.95
2,45.84,100.0,272.0,44.23,76.63
2,44.87,100.0,272.0,44.17,76.5
2,43.68,100.0,272.0,44.12,76.33
2,42.76,100.0,272.0,44.25,76.09
2,41.48,100.0,272.0,44.23,75.87
2,40.26,100.0,272.0,44.31,75.57
2,38.94,100.0,272.0,44.31,75.29
2,37.72,100.0,272.0,44.48,74.92
2,36.34,100.0,272.0,44.6,74.51
2,35.09,100.0,272.0,44.51,74.24
2,33.8,100.0,272.0,44.58,73.84
2,32.57,100.0,272.0,44.73,73.38
2,31.14,100.0,272.0,44.81,72.87
2,29.69,100.0,272.0,44.75,72.39
2,28.33,100.0,272.0,44.83,71.81
2,26.97,100.0,272.0,44.71,71.3
2,25.51,100.0,272.0,44.58,70.68
2,24.2,100.0,272.0,44.59,69.98
2,22.91,100.0,272.0,44.7,69.16
2,21.54,100.0,272.0,44.84,68.17
2,20.34,100.0,272.0,44.87,67.26
2,19.2,98.64,271.59,44.99,66.51
2,17.86,96.15,270.52,45.01,65.75
2,16.78,93.64,268.91,45.17,65.76
2,15.8,90.95,266.81,45.28,66.17
2,14.88,87.1,263.98,45.13,66.93
2,14.03,83.87,260.74,45.23,67.43
2,13.38,80.15,257.04,45.32,68.03
2,12.67,76.88,253.1,45.5,68.49
2,11.97,73.93,249.06,45.48,69.02
2,11.08,70.38,244.76,45.52,69.62
2,10.53,66.16,240.06,45.42,69.21
2,10.0,62.71,235.26,45.41,68.74
2,10.0,59.74,230.53,45.32,68.37
2,10.0,58.1,226.26,45.47,68.05
2,10.0,56.31,222.3,45.59,67.73
2,10.0,55.29,218.83,45.73,67.5
2,10.0,53.63,215.55,45.68,67.3
2,10.0,52.36,212.55,45.54,67.2
2,10.0,51.47,209.88,45.61,67.04
2,10.0,50.89,207.57,45.49,67.03
2,10.0,50.92,205.73,45.61,66.96
2,10.0,50.23,204.05,45.49,66.93
2,10.0,49.79,202.58,45.53,66.85
2,10.01,49.83,201.41,45.5,66.87
2,10.15,49.51,200.38,45.47,66.85
2,10.3,49.84,199.66,45.45,66.91
2,10.79,50.73,199.35,45.47,67.02
2,11.2,52.07,199.5,45.5,67.19
2,11.76,53.95,200.19,45.54,67.43
2,12.41,56.09,201.38,45.47,67.77
2,13.05,58.24,202.97,45.4,68.14
2,13.74,60.32,204.87,45.31,69.22
2,14.38,62.3,206.99,45.13,70.21
2,15.16,64.62,209.38,45.03,71.27
2,15.9,67.6,212.18,45.01,72.23
2,16.71,70.89,215.41,44.98,72.96
2,17.65,74.68,219.13,45.04,72.82
2,18.62,77.9,223.08,44.89,72.85
2,19.75,81.92,227.44,44.86,72.71
2,20.83,86.78,232.38,44.92,72.25
2,21.95,91.28,237.69,44.85,71.88
2,23.1,97.18,243.71,44.93,71.13
2,24.24,100.0,249.37,44.93,70.94
2,25.4,100.0,253.89,45.02,71.24
2,26.41,100.0,257.51,45.16,71.44
2,27.54,100.0,260.41,45.21,71.76
2,28.46,100.0,262.73,45.17,72.06
2,29.78,100.0,264.58,45.1,72.52
2,30.92,100.0,266.07,45.04,72.89
2,31.88,100.0,267.25,45.09,73.13
2,33.02,100.0,268.2,44.97,73.52
2,34.13,100.0,268.96,44.97,73.81
2,35.23,100.0,269.57,45.01,74.06
2,36.39,100.0,270.06,45.11,74.28
2,37.48,100.0,270.44,45.18,74.49
2,38.51,100.0,270.76,45.12,74.75
2,39.47,100.0,271.0,45.13,74.95
2,40.52,100.0,271.2,45.16,75.14
2,41.43,100.0,271.36,44.96,75.44
2,42.54,100.0,271.49,44.98,75.63
2,43.33,100.0,271.59,45.07,75.71
2,44.26,100.0,271.67,45.18,75.81
2,45.01,100.0,271.74,45.04,76.01
2,45.72,100.0,271.79,45.03,76.13
2,46.37,100.0,271.83,44.94,76.28
2,46.87,100.0,271.87,45.22,76.19
2,47.54,100.0,271.89,45.39,76.19
2,48.24,100.0,271.91,45.32,76.34
2,48.91,100.0,271.93,45.28,76.45
2,49.39,100.0,271.95,45.32,76.49
2,49.86,100.0,271.96,45.29,76.58
2,50.33,100.0,271.96,45.26,76.66
2,50.82,100.0,271.97,45.32,76.68
2,51.2,100.0,271.98,45.38,76.7
2,51.53,100.0,271.98,45.42,76.71
2,51.72,100.0,271.99,45.39,76.76
2,51.9,100.0,271.99,45.21,76.89
2,52.09,100.0,271.99,45.26,76.88
2,52.28,100.0,271.99,45.35,76.85
2,52.41,100.0,271.99,45.29,76.9
2,52.52,100.0,272.0,45.33,76.89
2,52.6,100.0,272.0,45.2,76.98
2,52.51,100.0,272.0,45.23,76.95
2,52.57,100.0,272.0,45.15,77.0
2,52.68,100.0,272.0,45.01,77.1
2,52.47,100.0,272.0,45.05,77.05
2,52.3,100.0,272.0,44.88,77.13
2,52.09,100.0,272.0,44.74,77.19
2,52.07,100.0,272.0,44.85,77.12
2,51.92,100.0,272.0,44.91,77.07
2,51.72,100.0,272.0,44.68,77.18
2,51.63,100.0,272.0,44.93,77.02
2,51.48,100.0,272.0,45.01,76.95
2,51.11,100.0,272.0,45.05,76.88
2,50.73,100.0,272.0,44.98,76.88
2,50.45,100.0,272.0,44.98,76.84
2,50.41,100.0,272.0,44.87,76.9
2,50.09,100.0,272.0,44.88,76.85
2,49.82,100.0,272.0,44.84,76.84
2,49.56,100.0,272.0,44.96,76.73
2,49.29,100.0,272.0,45.17,76.57
2,49.05,100.0,272.0,45.25,76.49
2,48.89,100.0,272.0,45.13,76.54
2,48.65,100.0,272.0,45.03,76.56
2,48.56,100.0,272.0,44.92,76.62
2,48.23,100.0,272.0,44.92,76.57
2,48.07,100.0,272.0,44.86,76.58
2,48.01,100.0,272.0,45.01,76.49
2,47.92,100.0,272.0,45.02,76.46
2,47.76,100.0,272.0,44.92,76.51
2,47.68,100.0,272.0,44.89,76.51
2,47.55,100.0,272.0,44.95,76.45
2,47.46,100.0,272.0,44.86,76.5
2,47.73,100.0,272.0,45.03,76.43
2,47.9,100.0,272.0,45.07,76.43
2,48.23,100.0,272.0,45.02,76.51
2,48.41,100.0,272.0,44.82,76.66
2,48.64,100.0,272.0,44.65,76.79
2,49.1,100.0,272.0,44.56,76.91
2,49.47,100.0,272.0,44.52,76.99
2,49.74,100.0,272.0,44.57,76.99
2,50.06,100.0,272.0,44.47,77.09
2,50.54,100.0,272.0,44.44,77.17
2,50.98,100.0,272.0,44.38,77.26
2,51.62,100.0,272.0,44.33,77.38
2,52.15,100.0,272.0,44.21,77.52
2,52.8,100.0,272.0,44.27,77.56
2,53.51,100.0,272.0,44.18,77.7
2,54.27,100.0,272.0,44.1,77.83
2,54.9,100.0,272.0,44.12,77.89
2,55.59,100.0,272.0,44.08,77.99
2,56.4,100.0,272.0,44.13,78.05
2,57.35,100.0,272.0,44.05,78.19
2,58.24,100.0,272.0,44.08,78.26
2,59.18,100.0,272.0,43.96,78.43
2,59.94,100.0,272.0,44.04,78.45
2,61.1,100.0,272.0,43.97,78.6
2,62.24,100.0,272.0,43.93,78.72
2,63.5,100.0,272.0,43.97,78.8
2,64.57,100.0,272.0,43.97,78.89
2,65.57,100.0,272.0,43.98,78.97
2,66.49,100.0,272.0,44.14,78.94
2,67.69,100.0,272.0,44.01,79.11
2,68.8,100.0,272.0,44.24,79.05
2,69.91,100.0,272.0,44.34,79.07
2,71.1,100.0,272.0,44.34,79.15
2,72.28,100.0,272.0,44.27,79.27
2,73.53,100.0,272.0,44.28,79.34
2,74.84,100.0,272.0,44.47,79.3
2,76.11,100.0,272.0,44.52,79.35
2,77.25,100.0,272.0,44.47,79.44
2,78.47,100.0,272.0,44.41,79.55
2,79.7,100.0,272.0,44.56,79.52
2,80.92,100.0,272.0,44.55,79.6
2,82.07,100.0,272.0,44.42,79.73
2,83.37,100.0,272.0,44.44,79.78
2,84.57,100.0,272.0,44.49,79.81
2,85.73,100.0,272.0,44.43,79.9
2,86.95,100.0,272.0,44.25,80.06
2,88.05,100.0,272.0,44.32,80.07
2,89.15,100.0,272.0,44.17,80.2
2,90.06,100.0,272.0,44.26,80.19
2,90.98,100.0,272.0,44.25,80.24
2,92.0,100.0,272.0,44.08,80.38
2,93.07,100.0,272.0,44.12,80.4
2,94.04,100.0,272.0,44.09,80.45
2,94.91,100.0,272.0,44.08,80.49
2,95.67,100.0,272.0,44.07,80.53
2,96.48,100.0,272.0,44.05,80.57
2,97.31,100.0,272.0,43.74,80.78
2,97.98,100.0,272.0,43.59,80.89
2,98.58,100.0,272.0,43.38,81.04
2,99.33,100.0,272.0,43.52,80.98
2,99.85,100.0,272.0,43.42,81.06
2,100.0,100.0,272.0,43.5,81.02
2,100.0,100.0,272.0,43.56,80.98
2,100.0,100.0,272.0,43.58,80.97
2,100.0,100.0,272.0,43.57,80.98
2,100.0,100.0,272.0,43.46,81.04
2,100.0,100.0,272.0,43.4,81.08
2,99.99,100.0,272.0,43.22,81.19
2,100.0,100.0,272.0,43.11,81.25
2,99.97,100.0,272.0,43.24,81.17
2,99.84,100.0,272.0,43.19,81.2
2,99.54,100.0,272.0,43.12,81.23
2,99.54,100.0,272.0,43.27,81.14
2,99.26,100.0,272.0,43.38,81.07
2,98.95,100.0,272.0,43.35,81.07
2,98.52,100.0,272.0,43.48,80.98
2,97.94,100.0,272.0,43.53,80.93
2,97.35,100.0,272.0,43.51,80.92
2,96.82,100.0,272.0,43.62,80.83
2,96.36,100.0,272.0,43.55,80.86
2,95.73,100.0,272.0,43.47,80.88
2,95.15,100.0,272.0,43.45,80.88
2,94.36,100.0,272.0,43.44,80.85
2,93.66,100.0,272.0,43.46,80.82
2,92.89,100.0,272.0,43.39,80.83
2,92.16,100.0,272.0,43.25,80.88
2,91.36,100.0,272.0,43.32,80.81
2,90.7,100.0,272.0,43.53,80.65
2,89.9,100.0,272.0,43.51,80.63
2,89.2,100.0,272.0,43.44,80.64
2,88.57,100.0,272.0,43.66,80.49
2,87.82,100.0,272.0,43.65,80.46
2,87.08,100.0,272.0,43.53,80.5
2,86.42,100.0,272.0,43.47,80.5
2,85.52,100.0,272.0,43.5,80.45
2,84.69,100.0,272.0,43.54,80.38
2,84.0,100.0,272.0,43.65,80.29
2,83.15,100.0,272.0,43.73,80.2
2,82.54,100.0,272.0,43.86,80.09
2,82.05,100.0,272.0,43.92,80.03
2,81.5,100.0,272.0,43.97,79.97
2,80.78,100.0,272.0,44.22,79.79
2,80.34,100.0,272.0,44.12,79.82
2,79.86,100.0,272.0,44.02,79.86
2,79.15,100.0,272.0,44.0,79.83
2,78.8,100.0,272.0,43.93,79.85
2,78.31,100.0,272.0,43.96,79.81
2,77.93,100.0,272.0,43.9,79.83
2,77.81,100.0,272.0,43.93,79.8
2,77.57,100.0,272.0,43.82,79.86
2,77.36,100.0,272.0,43.66,79.93
2,77.06,100.0,272.0,43.52,80.01
2,76.94,100.0,272.0,43.41,80.06
2,76.85,100.0,272.0,43.2,80.19
2,76.75,100.0,272.0,43.03,80.28
2,76.82,100.0,272.0,42.97,80.32
2,76.88,100.0,272.0,42.92,80.35
2,76.96,100.0,272.0,42.95,80.34
2,77.17,100.0,272.0,43.19,80.21
2,77.37,100.0,272.0,42.95,80.36
2,77.6,100.0,272.0,43.12,80.27
2,77.87,100.0,272.0,43.31,80.18
2,78.23,100.0,272.0,43.26,80.23
2,78.65,100.0,272.0,43.36,80.19
2,78.91,100.0,272.0,43.18,80.31
2,79.29,100.0,272.0,43.32,80.25
2,79.87,100.0,272.0,43.3,80.29
2,80.29,100.0,272.0,43.21,80.37
2,80.67,100.0,272.0,43.31,80.33
2,81.4,100.0,272.0,43.49,80.26
2,81.95,100.0,272.0,43.56,80.24
2,82.51,100.0,272.0,43.65,80.22
2,83.36,100.0,272.0,43.8,80.17
2,84.03,100.0,272.0,43.94,80.11
2,84.68,100.0,272.0,43.99,80.11
2,85.3,100.0,272.0,43.82,80.25
2,86.02,100.0,272.0,43.65,80.38
2,86.76,100.0,272.0,43.61,80.44
2,87.72,100.0,272.0,43.48,80.56
2,88.56,100.0,272.0,43.49,80.59
2,89.25,100.0,272.0,43.51,80.61
2,90.14,100.0,272.0,43.6,80.59
2,90.95,100.0,272.0,43.56,80.65
2,91.97,100.0,272.0,43.82,80.53
2,92.67,100.0,272.0,43.76,80.59
2,93.44,100.0,272.0,43.79,80.6
2,94.33,100.0,272.0,43.74,80.67
2,95.08,100.0,272.0,43.92,80.59
2,95.87,100.0,272.0,43.96,80.59
2,96.47,100.0,272.0,43.92,80.64
2,97.25,100.0,272.0,44.15,80.53
2,97.8,100.0,272.0,44.07,80.6
2,98.4,100.0,272.0,44.17,80.56
2,98.96,100.0,272.0,44.23,80.54
2,99.41,100.0,272.0,44.23,80.56
2,99.94,100.0,272.0,44.22,80.58
2,100.0,100.0,272.0,44.09,80.66
2,100.0,100.0,272.0,44.2,80.59
2,100.0,100.0,272.0,44.21,80.59
2,100.0,100.0,272.0,44.3,80.54
2,100.0,100.0,272.0,44.37,80.5
2,100.0,100.0,272.0,44.57,80.37
2,100.0,100.0,272.0,44.57,80.37
2,100.0,100.0,272.0,44.69,80.3
2,100.0,100.0,272.0,44.49,80.42
2,100.0,100.0,272.0,44.43,80.46
2,100.0,100.0,272.0,44.51,80.41
2,100.0,100.0,272.0,44.32,80.52
2,100.0,100.0,272.0,44.38,80.49
2,100.0,100.0,272.0,44.55,80.38
2,100.0,100.0,272.0,44.32,80.53
2,100.0,100.0,272.0,44.24,80.57
2,100.0,100.0,272.0,44.34,80.51
2,99.81,100.0,272.0,44.5,80.41
2,99.84,100.0,272.0,44.45,80.44
2,99.72,100.0,272.0,44.35,80.5
2,99.45,100.0,272.0,44.41,80.45
2,99.33,100.0,272.0,44.36,80.48
2,98.98,100.0,272.0,44.36,80.47
2,98.54,100.0,272.0,44.27,80.51
2,97.95,100.0,272.0,44.26,80.49
2,97.53,100.0,272.0,44.34,80.43
2,97.12,100.0,272.0,44.34,80.42
2,96.69,100.0,272.0,44.49,80.31
2,96.31,100.0,272.0,44.44,80.32
2,95.6,100.0,272.0,44.43,80.31
2,94.85,100.0,272.0,44.47,80.25
2,94.21,100.0,272.0,44.55,80.18
2,93.62,100.0,272.0,44.63,80.11
2,92.91,100.0,272.0,44.66,80.07
2,92.17,100.0,272.0,44.73,79.99
2,91.45,100.0,272.0,44.63,80.02
2,90.72,100.0,272.0,44.86,79.85
2,89.89,100.0,272.0,44.88,79.81
2,88.99,100.0,272.0,45.07,79.66
2,88.22,100.0,272.0,44.98,79.68
2,87.2,100.0,272.0,45.1,79.56
2,86.5,100.0,272.0,45.17,79.49
2,85.93,100.0,272.0,45.07,79.52
2,85.2,100.0,272.0,45.11,79.47
2,84.47,100.0,272.0,45.1,79.44
2,83.76,100.0,272.0,45.12,79.39
2,83.05,100.0,272.0,45.22,79.3
2,82.5,100.0,272.0,45.3,79.22
2,81.9,100.0,272.0,45.34,79.17
2,81.45,100.0,272.0,45.46,79.07
2,81.08,100.0,272.0,45.61,78.97
2,80.51,100.0,272.0,45.7,78.88
2,80.03,100.0,272.0,45.84,78.77
2,79.36,100.0,272.0,45.75,78.79
2,78.89,100.0,272.0,45.76,78.76
2,78.67,100.0,272.0,45.8,78.72
2,78.37,100.0,272.0,45.84,78.68
2,77.97,100.0,272.0,45.92,78.61
2,77.77,100.0,272.0,46.14,78.47
2,77.58,100.0,272.0,46.12,78.48
2,77.32,100.0,272.0,46.2,78.41
2,77.37,100.0,272.0,46.11,78.47
2,77.0,100.0,272.0,46.13,78.43
2,76.95,100.0,272.0,45.97,78.53
2,76.99,100.0,272.0,46.0,78.51
2,77.26,100.0,272.0,45.92,78.58
2,77.3,100.0,272.0,45.81,78.64
2,77.46,100.0,272.0,45.81,78.65
2,77.76,100.0,272.0,45.93,78.6
2,77.98,100.0,272.0,45.79,78.69
2,78.22,100.0,272.0,45.75,78.73
2,78.65,100.0,272.0,45.77,78.75
2,78.96,100.0,272.0,46.0,78.62
2,79.17,100.0,272.0,46.01,78.62
2,79.56,100.0,272.0,46.03,78.63
2,80.05,100.0,272.0,46.02,78.67
2,80.68,100.0,272.0,45.89,78.77
2,81.12,100.0,272.0,45.98,78.75
2,81.82,100.0,272.0,46.06,78.73
2,82.45,100.0,272.0,46.12,78.73
2,83.03,100.0,272.0,45.99,78.83
2,83.69,100.0,272.0,46.05,78.83
2,84.45,100.0,272.0,46.18,78.79
2,85.1,100.0,272.0,46.15,78.84
2,85.85,100.0,272.0,46.33,78.77
2,86.74,100.0,272.0,46.46,78.73
2,87.46,100.0,272.0,46.55,78.7
2,88.21,100.0,272.0,46.41,78.82
2,89.06,100.0,272.0,46.54,78.78
2,89.9,100.0,272.0,46.75,78.69
2,90.56,100.0,272.0,46.63,78.79
2,91.23,100.0,272.0,46.67,78.79
2,91.94,100.0,272.0,46.78,78.75
2,92.8,100.0,272.0,46.81,78.77
2,93.66,100.0,272.0,46.77,78.83
2,94.45,100.0,272.0,46.72,78.89
2,95.07,100.0,272.0,46.73,78.91
2,95.86,100.0,272.0,46.59,79.02
2,96.54,100.0,272.0,46.51,79.09
2,97.3,100.0,272.0,46.73,78.99
2,97.93,100.0,272.0,46.69,79.03
2,98.57,100.0,272.0,46.56,79.13
2,98.94,100.0,272.0,46.53,79.16
2,99.43,100.0,272.0,46.57,79.15
2,99.81,100.0,272.0,46.68,79.1
2,100.0,100.0,272.0,46.59,79.17
2,100.0,100.0,272.0,46.59,79.16
2,100.0,100.0,272.0,46.69,79.1
2,100.0,100.0,272.0,46.7,79.09
2,100.0,100.0,272.0,46.82,79.02
2,100.0,100.0,272.0,46.79,79.04
2,100.0,100.0,272.0,46.92,78.96
2,100.0,100.0,272.0,46.99,78.92
2,100.0,100.0,272.0,47.04,78.9
2,100.0,100.0,272.0,47.09,78.87
2,100.0,100.0,272.0,47.23,78.78
2,100.0,100.0,272.0,47.33,78.72
2,100.0,100.0,272.0,47.53,78.6
2,100.0,100.0,272.0,47.65,78.53
2,99.87,100.0,272.0,47.7,78.5
2,99.92,100.0,272.0,47.72,78.48
2,99.52,100.0,272.0,47.56,78.56
2,99.25,100.0,272.0,47.58,78.54
2,98.84,100.0,272.0,47.7,78.46
2,98.39,100.0,272.0,47.77,78.4
2,97.98,100.0,272.0,47.84,78.34
2,97.35,100.0,272.0,47.78,78.36
2,96.8,100.0,272.0,47.9,78.27
2,96.14,100.0,272.0,47.79,78.31
2,95.41,100.0,272.0,47.8,78.28
2,94.8,100.0,272.0,47.74,78.29
2,94.05,100.0,272.0,47.79,78.23
2,93.23,100.0,272.0,48.06,78.04
2,92.25,100.0,272.0,48.06,78.0
2,91.52,100.0,272.0,48.32,77.81
2,90.64,100.0,272.0,48.23,77.83
2,89.74,100.0,272.0,48.34,77.73
2,88.91,100.0,272.0,48.19,77.79
2,87.95,100.0,272.0,48.1,77.8
2,87.04,100.0,272.0,48.29,77.64
2,86.18,100.0,272.0,48.38,77.55
2,85.31,100.0,272.0,48.37,77.51
2,84.45,100.0,272.0,48.28,77.53
2,83.36,100.0,272.0,48.24,77.5
2,82.32,100.0,272.0,48.19,77.48
2,81.29,100.0,272.0,48.21,77.41
2,80.46,100.0,272.0,48.35,77.29
2,79.62,100.0,272.0,48.21,77.33
2,78.98,100.0,272.0,48.29,77.25
2,78.11,100.0,272.0,48.21,77.25
2,77.52,100.0,272.0,48.26,77.19
2,76.8,100.0,272.0,48.19,77.19
2,76.17,100.0,272.0,48.41,77.02
2,75.83,100.0,272.0,48.26,77.09
2,75.39,100.0,272.0,48.36,77.0
2,75.02,100.0,272.0,48.56,76.86
2,74.74,100.0,272.0,48.28,77.01
2,74.56,100.0,272.0,48.24,77.03
2,74.24,100.0,272.0,48.16,77.06
2,74.28,100.0,272.0,47.95,77.19
2,74.04,100.0,272.0,48.1,77.08
2,73.86,100.0,272.0,48.11,77.06
2,73.83,100.0,272.0,48.18,77.02
2,73.7,100.0,272.0,48.23,76.98
2,73.85,100.0,272.0,48.4,76.89
2,74.0,100.0,272.0,48.43,76.88
2,74.32,100.0,272.0,48.55,76.83
2,74.56,100.0,272.0,48.62,76.8
2,74.76,100.0,272.0,48.56,76.85
2,75.18,100.0,272.0,48.64,76.82
2,75.41,100.0,272.0,48.62,76.85
2,75.73,100.0,272.0,48.41,76.99
2,76.18,100.0,272.0,48.47,76.98
2,76.55,100.0,272.0,48.5,76.99
2,76.86,100.0,272.0,48.55,76.98
2,77.21,100.0,272.0,48.61,76.96
2,77.59,100.0,272.0,48.6,76.99
2,77.92,100.0,272.0,48.64,76.98
2,78.45,100.0,272.0,48.63,77.02
2,78.98,100.0,272.0,48.7,77.0
2,79.69,100.0,272.0,48.74,77.02
2,80.28,100.0,272.0,48.63,77.11
2,80.78,100.0,272.0,48.59,77.16
2,81.47,100.0,272.0,48.78,77.09
2,82.1,100.0,272.0,48.59,77.23
2,82.89,100.0,272.0,48.75,77.17
2,83.74,100.0,272.0,48.66,77.27
2,84.57,100.0,272.0,48.5,77.4
2,85.27,100.0,272.0,48.51,77.43
2,85.82,100.0,272.0,48.51,77.45
2,86.48,100.0,272.0,48.3,77.61
2,87.35,100.0,272.0,48.24,77.68
2,88.19,100.0,272.0,48.51,77.56
2,88.83,100.0,272.0,48.4,77.65
2,89.73,100.0,272.0,48.4,77.69
2,90.56,100.0,272.0,48.45,77.7
2,91.39,100.0,272.0,48.44,77.73
2,92.09,100.0,272.0,48.51,77.72
2,92.76,100.0,272.0,48.37,77.83
2,93.58,100.0,272.0,48.27,77.92
2,94.39,100.0,272.0,48.28,77.95
2,95.48,100.0,272.0,48.47,77.88
2,96.09,100.0,272.0,48.49,77.88
2,96.94,100.0,272.0,48.39,77.98
2,97.48,100.0,272.0,48.27,78.07
2,98.08,100.0,272.0,48.41,78.01
2,98.72,100.0,272.0,48.44,78.01
2,99.14,100.0,272.0,48.37,78.06
2,99.66,100.0,272.0,48.45,78.03
2,100.0,100.0,272.0,48.58,77.97
2,100.0,100.0,272.0,48.64,77.93
2,100.0,100.0,272.0,48.58,77.97
2,100.0,100.0,272.0,48.78,77.85
2,100.0,100.0,272.0,48.85,77.81
2,100.0,100.0,272.0,48.94,77.76
2,100.0,100.0,272.0,48.85,77.8
2,100.0,100.0,272.0,48.88,77.79
2,100.0,100.0,272.0,49.2,77.6
2,100.0,100.0,272.0,49.33,77.52
2,100.0,100.0,272.0,49.29,77.54
2,100.0,100.0,272.0,49.42,77.47
2,100.0,100.0,272.0,49.5,77.42
2,100.0,100.0,272.0,49.55,77.39
2,100.0,100.0,272.0,49.5,77.42
2,99.99,100.0,272.0,49.6,77.35
2,100.0,100.0,272.0,49.73,77.28
2,99.99,100.0,272.0,49.76,77.26
2,99.95,100.0,272.0,49.84,77.21
2,99.9,100.0,272.0,50.02,77.1
2,99.78,100.0,272.0,50.12,77.04
2,99.63,100.0,272.0,50.04,77.08
2,99.36,100.0,272.0,50.03,77.08
2,99.09,100.0,272.0,50.02,77.07
2,98.79,100.0,272.0,50.08,77.03
2,98.28,100.0,272.0,50.05,77.03
2,97.77,100.0,272.0,50.09,76.99
2,97.08,100.0,272.0,49.96,77.04
2,96.38,100.0,272.0,50.03,76.97
2,95.83,100.0,272.0,50.16,76.87
2,95.06,100.0,272.0,50.17,76.84
2,94.52,100.0,272.0,50.13,76.84
2,93.8,100.0,272.0,50.01,76.89
2,93.11,100.0,272.0,50.04,76.84
2,92.33,100.0,272.0,50.15,76.75
2,91.6,100.0,272.0,50.25,76.66
2,90.77,100.0,272.0,50.34,76.57
2,90.21,100.0,272.0,50.38,76.52
2,89.44,100.0,272.0,50.12,76.65
2,88.71,100.0,272.0,50.24,76.54
2,87.86,100.0,272.0,50.16,76.55
2,87.11,100.0,272.0,50.18,76.51
2,86.47,100.0,272.0,50.45,76.32
2,85.7,100.0,272.0,50.27,76.4
2,85.05,100.0,272.0,50.17,76.42
2,84.36,100.0,272.0,50.11,76.43
2,83.7,100.0,272.0,50.21,76.33
2,83.04,100.0,272.0,50.1,76.37
2,82.36,100.0,272.0,50.28,76.23
2,81.69,100.0,272.0,50.17,76.26
2,81.07,100.0,272.0,50.14,76.25
2,80.43,100.0,272.0,50.27,76.14
2,79.88,100.0,272.0,50.31,76.09
2,79.27,100.0,272.0,50.32,76.04
2,78.9,100.0,272.0,50.35,76.01
2,78.47,100.0,272.0,50.43,75.94
2,78.01,100.0,272.0,50.45,75.9
2,77.85,100.0,272.0,50.58,75.81
2,77.47,100.0,272.0,50.72,75.7
2,77.24,100.0,272.0,50.79,75.65
2,76.85,100.0,272.0,50.74,75.66
2,76.56,100.0,272.0,50.69,75.67
2,76.42,100.0,272.0,50.71,75.65
2,76.1,100.0,272.0,50.76,75.61
2,75.79,100.0,272.0,50.65,75.66
2,75.57,100.0,272.0,50.86,75.51
2,75.23,100.0,272.0,50.92,75.46
2,75.1,100.0,272.0,51.07,75.36
2,74.92,100.0,272.0,51.21,75.27
2,74.9,100.0,272.0,51.27,75.23
2,75.07,100.0,272.0,51.37,75.18
2,75.34,100.0,272.0,51.12,75.34
2,75.3,100.0,272.0,51.29,75.24
2,75.55,100.0,272.0,51.3,75.25
2,75.75,100.0,272.0,51.55,75.11
2,76.01,100.0,272.0,51.52,75.15
2,76.2,100.0,272.0,51.73,75.03
2,76.44,100.0,272.0,51.8,75.0
2,76.58,100.0,272.0,51.75,75.04
2,76.88,100.0,272.0,51.82,75.01
2,77.22,100.0,272.0,51.86,75.01
2,77.65,100.0,272.0,51.92,75.0
2,77.91,100.0,272.0,52.06,74.93
2,78.34,100.0,272.0,52.03,74.97
2,78.51,100.0,272.0,52.13,74.92
2,78.92,100.0,272.0,52.12,74.94
2,79.39,100.0,272.0,52.16,74.95
2,79.92,100.0,272.0,52.07,75.03
2,80.12,100.0,272.0,52.06,75.05
2,80.68,100.0,272.0,52.15,75.02
